,Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,s-gene_location,gene_length,protein_id,protein_length
847,MT252711,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29668,USA: WA,Homo sapiens,,2020-03-14,[21404:25226](+),3822,QJD48327.1,1273
848,MT252712,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA: WA,Homo sapiens,,2020-03-14,[21477:25299](+),3822,QJD48339.1,1273
849,MT252713,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: WA,Homo sapiens,,2020-03-15,[21511:25333](+),3822,QJD48351.1,1273
850,MT252715,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,USA: WA,Homo sapiens,,2020-03-14,[21488:25310](+),3822,QJD48363.1,1273
851,MT252716,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: WA,Homo sapiens,,2020-03-14,[21534:25356](+),3822,QJD48375.1,1273
852,MT252717,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-14,[21534:25356](+),3822,QJD48387.1,1273
853,MT252719,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens,,2020-03-15,[21555:25377](+),3822,QJD48399.1,1273
854,MT252721,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29762,USA: WA,Homo sapiens,,2020-03-13,[21464:25286](+),3822,QJD48411.1,1273
855,MT252723,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,USA: WA,Homo sapiens,,2020-03-13,[21522:25344](+),3822,QJD48423.1,1273
856,MT252725,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: WA,Homo sapiens,,2020-03-13,[21478:25300](+),3822,QJD48435.1,1273
857,MT252726,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA: WA,Homo sapiens,,2020-03-12,[21488:25310](+),3822,QJD48447.1,1273
858,MT252728,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-13,[21524:25346](+),3822,QJD48459.1,1273
859,MT252729,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-13,[21531:25353](+),3822,QJD48471.1,1273
860,MT252730,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29673,USA: WA,Homo sapiens,,2020-03-13,[21424:25246](+),3822,QJD48483.1,1273
861,MT252733,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-13,[21488:25310](+),3822,QJD48495.1,1273
862,MT252734,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29725,USA: WA,Homo sapiens,,2020-03-14,[21446:25268](+),3822,QJD48507.1,1273
863,MT252735,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-14,[21531:25353](+),3822,QJD48519.1,1273
864,MT252736,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-14,[21528:25350](+),3822,QJD48531.1,1273
865,MT252737,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29744,USA: WA,Homo sapiens,,2020-03-14,[21455:25277](+),3822,QJD48543.1,1273
866,MT252738,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-15,[21530:25352](+),3822,QJD48555.1,1273
867,MT252739,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-15,[21531:25353](+),3822,QJD48567.1,1273
868,MT252740,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-14,[21488:25310](+),3822,QJD48579.1,1273
869,MT252741,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: WA,Homo sapiens,,2020-03-12,[21539:25361](+),3822,QJD48591.1,1273
870,MT252742,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-12,[21555:25377](+),3822,QJD48603.1,1273
871,MT252745,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: WA,Homo sapiens,,2020-03-12,[21551:25373](+),3822,QJD48615.1,1273
872,MT252746,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-12,[21531:25353](+),3822,QJD48627.1,1273
873,MT252747,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens,,2020-03-12,[21531:25353](+),3822,QJD48639.1,1273
874,MT252748,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29907,USA: WA,Homo sapiens,,2020-03-11,[21555:25377](+),3822,QJD48651.1,1273
875,MT252749,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-11,[21488:25310](+),3822,QJD48663.1,1273
876,MT252756,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-11,[21488:25310](+),3822,QJD48675.1,1273
877,MT252757,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-11,[21528:25350](+),3822,QJD48687.1,1273
878,MT252758,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,USA: WA,Homo sapiens,,2020-03-11,[21487:25309](+),3822,QJD48699.1,1273
879,MT252761,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: WA,Homo sapiens,,2020-03-12,[21502:25324](+),3822,QJD48711.1,1273
880,MT252763,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA: WA,Homo sapiens,,2020-03-12,[21531:25353](+),3822,QJD48723.1,1273
881,MT252764,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA: WA,Homo sapiens,,2020-03-12,[21531:25353](+),3822,QJD48735.1,1273
882,MT252765,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29752,USA: WA,Homo sapiens,,2020-03-10,[21488:25310](+),3822,QJD48747.1,1273
883,MT252766,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,USA: WA,Homo sapiens,,2020-03-11,[21424:25246](+),3822,QJD48759.1,1273
884,MT252767,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-11,[21531:25353](+),3822,QJD48771.1,1273
885,MT252768,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29785,USA: WA,Homo sapiens,,2020-03-11,[21485:25307](+),3822,QJD48783.1,1273
886,MT252769,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens,,2020-03-11,[21554:25376](+),3822,QJD48795.1,1273
887,MT252770,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-11,[21528:25350](+),3822,QJD48807.1,1273
888,MT252771,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29543,USA: WA,Homo sapiens,,2020-03-11,[21305:25127](+),3822,QJD48819.1,1273
889,MT252772,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,USA: WA,Homo sapiens,,2020-03-11,[21520:25342](+),3822,QJD48831.1,1273
890,MT252773,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29679,USA: WA,Homo sapiens,,2020-03-11,[21390:25212](+),3822,QJD48843.1,1273
891,MT252774,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-11,[21556:25378](+),3822,QJD48855.1,1273
892,MT252775,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-11,[21488:25310](+),3822,QJD48867.1,1273
893,MT252778,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-11,[21488:25310](+),3822,QJD48879.1,1273
894,MT252779,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: WA,Homo sapiens,,2020-03-11,[21554:25376](+),3822,QJD48891.1,1273
895,MT252780,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: WA,Homo sapiens,,2020-03-11,[21557:25379](+),3822,QJD48903.1,1273
896,MT252781,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: WA,Homo sapiens,,2020-03-11,[21520:25342](+),3822,QJD48915.1,1273
897,MT252782,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: WA,Homo sapiens,,2020-03-11,[21517:25339](+),3822,QJD48927.1,1273
898,MT252783,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-03-11,[21562:25384](+),3822,QJD48939.1,1273
899,MT252784,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,USA: WA,Homo sapiens,,2020-03-11,[21561:25383](+),3822,QJD48951.1,1273
900,MT252785,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens,,2020-03-11,[21531:25353](+),3822,QJD48963.1,1273
901,MT252787,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,USA: WA,Homo sapiens,,2020-03-09,[21431:25253](+),3822,QJD48975.1,1273
902,MT252788,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-09,[21488:25310](+),3822,QJD48987.1,1273
903,MT252792,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-10,[21511:25333](+),3822,QJD48999.1,1273
904,MT252793,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-03-09,[21556:25378](+),3822,QJD49011.1,1273
905,MT252794,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: WA,Homo sapiens,,2020-03-10,[21546:25368](+),3822,QJD49023.1,1273
906,MT252795,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-10,[21531:25353](+),3822,QJD49035.1,1273
907,MT252797,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29904,USA: WA,Homo sapiens,,2020-03-10,[21555:25377](+),3822,QJD49047.1,1273
908,MT252798,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-10,[21511:25333](+),3822,QJD49059.1,1273
909,MT252799,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,USA: WA,Homo sapiens,,2020-03-09,[21537:25359](+),3822,QJD49071.1,1273
910,MT252800,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: WA,Homo sapiens,,2020-03-10,[21512:25334](+),3822,QJD49083.1,1273
911,MT252801,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29698,USA: WA,Homo sapiens,,2020-03-05,[21341:25163](+),3822,QJD49095.1,1273
912,MT252802,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: WA,Homo sapiens,,2020-03-08,[21501:25323](+),3822,QJD49107.1,1273
913,MT252803,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,USA: WA,Homo sapiens,,2020-03-09,[21431:25253](+),3822,QJD49119.1,1273
914,MT252804,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-08,[21531:25353](+),3822,QJD49131.1,1273
915,MT252805,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: WA,Homo sapiens,,2020-03-08,[21537:25359](+),3822,QJD49143.1,1273
916,MT252806,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-09,[21531:25353](+),3822,QJD49155.1,1273
917,MT252807,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-09,[21531:25353](+),3822,QJD49167.1,1273
918,MT252808,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: WA,Homo sapiens,,2020-03-09,[21531:25353](+),3822,QJD49179.1,1273
919,MT252809,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29615,USA: WA,Homo sapiens,,2020-03-09,[21324:25146](+),3822,QJD49191.1,1273
920,MT252810,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-08,[21521:25343](+),3822,QJD49203.1,1273
921,MT252811,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29629,USA: WA,Homo sapiens,,2020-03-08,[21329:25151](+),3822,QJD49215.1,1273
922,MT252821,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29594,USA: WA,Homo sapiens,,2020-03-07,[21253:25075](+),3822,QJD49227.1,1273
923,MT252822,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29755,USA: WA,Homo sapiens,,2020-03-06,[21414:25236](+),3822,QJD49239.1,1273
924,MT252823,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA: WA,Homo sapiens,,2020-03-07,[21424:25246](+),3822,QJD49251.1,1273
925,MT252824,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-06,[21501:25323](+),3822,QJD49263.1,1273
926,MT339043,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: VA,Homo sapiens,,2020-03,[21559:25381](+),3822,QJD47908.1,1273
927,MT365033,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: New York,Panthera tigris jacksoni,"oronasopharynx, oronasopharynx",2020-04-02,[21556:25378](+),3822,QJD07688.1,1273
928,MT374101,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29521,Taiwan,Homo sapiens,oronasopharynx,2020-02-04,[21562:25384](+),3822,QJD47718.1,1273
929,MT374102,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-05,[21560:25382](+),3822,QJD47728.1,1273
930,MT374103,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-03-09,[21551:25373](+),3822,QJD47740.1,1273
931,MT374104,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Taiwan,Homo sapiens,oronasopharynx,2020-03-10,[21562:25384](+),3822,QJD47752.1,1273
932,MT374105,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,Taiwan,Homo sapiens,oronasopharynx,2020-03-13,[21560:25382](+),3822,QJD47764.1,1273
933,MT374106,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,Taiwan,Homo sapiens,oronasopharynx,2020-03-13,[21560:25382](+),3822,QJD47776.1,1273
934,MT374107,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,Taiwan,Homo sapiens,oronasopharynx,2020-03-14,[21561:25383](+),3822,QJD47788.1,1273
935,MT374108,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-14,[21560:25382](+),3822,QJD47800.1,1273
936,MT374109,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,Taiwan,Homo sapiens,oronasopharynx,2020-03-17,[21559:25381](+),3822,QJD47812.1,1273
937,MT374110,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,Taiwan,Homo sapiens,oronasopharynx,2020-03-17,[21559:25381](+),3822,QJD47824.1,1273
938,MT374111,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Taiwan,Homo sapiens,oronasopharynx,2020-03-17,[21562:25384](+),3822,QJD47836.1,1273
939,MT374112,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-16,[21560:25382](+),3822,QJD47848.1,1273
940,MT374113,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,Taiwan,Homo sapiens,oronasopharynx,2020-03-17,[21558:25380](+),3822,QJD47860.1,1273
941,MT374114,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-18,[21560:25382](+),3822,QJD47872.1,1273
942,MT374115,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-03-18,[21558:25380](+),3822,QJD47884.1,1273
943,MT374116,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Taiwan,Homo sapiens,oronasopharynx,2020-03-18,[21560:25382](+),3822,QJD47896.1,1273
944,MT375428,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29734,USA: WA,Homo sapiens,,2020-03-29,[21424:25246](+),3822,QJD47046.1,1273
945,MT375429,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29733,USA: ID,Homo sapiens,,2020-03-29,[21392:25214](+),3822,QJD47058.1,1273
946,MT375430,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: WA,Homo sapiens,,2020-03-31,[21542:25364](+),3822,QJD47070.1,1273
947,MT375431,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: ID,Homo sapiens,,2020-03-29,[21549:25371](+),3822,QJD47082.1,1273
948,MT375432,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,USA: WA,Homo sapiens,,2020-03-30,[21555:25377](+),3822,QJD47094.1,1273
949,MT375433,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens,,2020-03-30,[21531:25353](+),3822,QJD47106.1,1273
950,MT375434,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens,,2020-03-31,[21513:25335](+),3822,QJD47118.1,1273
951,MT375435,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,USA: WA,Homo sapiens,,2020-03-31,[21371:25193](+),3822,QJD47130.1,1273
952,MT375436,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-31,[21515:25337](+),3822,QJD47142.1,1273
953,MT375437,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens,,2020-03-31,[21536:25358](+),3822,QJD47154.1,1273
954,MT375438,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-31,[21531:25353](+),3822,QJD47166.1,1273
955,MT375439,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29726,USA: ID,Homo sapiens,,2020-03-30,[21385:25207](+),3822,QJD47178.1,1273
956,MT375440,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-31,[21532:25354](+),3822,QJD47190.1,1273
957,MT375441,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens,,2020-03-26,[21536:25358](+),3822,QJD47202.1,1273
958,MT375442,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: WA,Homo sapiens,,2020-03-26,[21529:25351](+),3822,QJD47214.1,1273
959,MT375443,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-03-26,[21513:25335](+),3822,QJD47226.1,1273
960,MT375444,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29732,USA: WA,Homo sapiens,,2020-03-29,[21393:25215](+),3822,QJD47238.1,1273
961,MT375445,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-29,[21531:25353](+),3822,QJD47250.1,1273
962,MT375446,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: WA,Homo sapiens,,2020-03-28,[21553:25375](+),3822,QJD47262.1,1273
963,MT375447,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: WA,Homo sapiens,,2020-03-25,[21559:25381](+),3822,QJD47274.1,1273
964,MT375448,2020-04-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-27,[21531:25353](+),3822,QJD47286.1,1273
